customerkey,geographykey,fullname,gender,yearlyincome,datefirstpurchase,city,state,region,postalcode
26747,12,CandiceCai,F,60000,14-08-2021,North Sydney,New South Wales,Australia,2055
26748,28,StaceyShe,F,100000,11-08-2021,Cloverdale,South Australia,Australia,6105
26749,25,RafaelSun,M,100000,03-08-2021,Hervey Bay,Queensland,Australia,4655
26750,6,RandallAlvarez,M,60000,22-09-2021,Lavender Bay,New South Wales,Australia,2060
26751,19,MallorySerrano,F,60000,16-09-2021,Wollongong,New South Wales,Australia,2500
26752,30,HenryPerez,M,60000,28-08-2021,Perth,South Australia,Australia,6006
26753,2,SummerPatel,F,60000,28-08-2021,Coffs Harbour,New South Wales,Australia,2450
26754,36,CandiceZimmerman,F,60000,18-09-2021,Melton,Victoria,Australia,3337
26755,13,BrendanJai,M,80000,14-12-2022,Port Macquarie,New South Wales,Australia,2444
26756,27,BrookeGray,F,80000,22-09-2022,Townsville,Queensland,Australia,4810
26757,33,EvanRivera,M,90000,18-09-2021,Cranbourne,Victoria,Australia,3977
26758,8,DamienZhang,M,100000,24-09-2021,Matraville,New South Wales,Australia,2036
26759,21,HaileyAllen,F,70000,16-07-2022,Caloundra,Queensland,Australia,4551
26760,40,KatherineButler,F,70000,10-09-2021,Warrnambool,Victoria,Australia,3280
26761,23,TabithaPrasad,F,60000,14-09-2021,Gold Coast,Queensland,Australia,4217
26762,38,RachaelPerez,F,70000,30-04-2022,South Melbourne,Victoria,Australia,3205
26763,4,GrantShen,M,60000,08-09-2021,Goulburn,New South Wales,Australia,2580
26764,4,AlvinLi,M,60000,30-08-2021,Goulburn,New South Wales,Australia,2580
26765,8,DominiqueChandra,F,70000,13-03-2022,Matraville,New South Wales,Australia,2036
26766,13,JodiAndersen,F,70000,13-11-2022,Port Macquarie,New South Wales,Australia,2444
26767,14,AlishaGoel,F,70000,08-09-2021,Rhodes,New South Wales,Australia,2138
26768,11,CristinaShen,F,70000,07-09-2021,North Ryde,New South Wales,Australia,2113
26769,17,HollySai,F,40000,02-09-2022,St. Leonards,New South Wales,Australia,2065
26770,22,KatieAshe,F,70000,03-10-2022,East Brisbane,Queensland,Australia,4169
26771,34,EricShan,M,70000,15-03-2022,Geelong,Victoria,Australia,3220
26772,9,JamieHu,F,70000,01-01-2023,Milsons Point,New South Wales,Australia,2061
26773,38,MeghanMartin,F,70000,17-03-2022,South Melbourne,Victoria,Australia,3205
26774,34,AriannaRoss,F,70000,15-09-2021,Geelong,Victoria,Australia,3220
26775,383,RileyBryant,F,30000,23-12-2022,West Covina,California,United States,91791
26776,299,JennyGuo,F,30000,22-05-2022,Berkeley,California,United States,94704
26777,369,AndrewClark,M,40000,25-06-2022,Santa Monica,California,United States,90401
26778,641,SierraPerez,F,40000,08-10-2022,Spokane,Washington,United States,99202
26779,347,AlexandraHenderson,F,30000,26-08-2022,Novato,California,United States,94947
26780,326,JuliaButler,F,30000,02-10-2022,Grossmont,California,United States,91941
26781,634,JanCox,F,30000,14-01-2023,Redmond,Washington,United States,98052
26782,69,SethLewis,M,30000,01-07-2020,Victoria,British Columbia,Canada,V8V
26783,644,JuanTorres,M,40000,03-01-2023,Walla Walla,Washington,United States,99362
26784,19,WalterTorres,M,10000,18-03-2022,Wollongong,New South Wales,Australia,2500
26785,32,RaulRaje,M,40000,17-05-2022,Bendigo,Victoria,Australia,3550
26786,314,SethSmith,M,30000,08-07-2021,Daly City,California,United States,94015
26787,609,AustinMoore,M,30000,19-01-2023,Bellingham,Washington,United States,98225
26788,307,DestinyHoward,F,40000,04-02-2022,Chula Vista,California,United States,91910
26789,55,ChaseMorris,M,40000,06-08-2020,Newton,British Columbia,Canada,V2L3W8
26790,368,ChloeCook,F,30000,21-10-2022,Santa Cruz,California,United States,95062
26791,573,KelvinNath,M,30000,20-08-2022,Baytown,Texas,United States,77520
26792,299,CaseyTorres,M,30000,31-03-2022,Berkeley,California,United States,94704
26793,374,JesseNelson,M,40000,18-11-2022,Torrance,California,United States,90505
26794,536,MicheleDominguez,F,40000,14-07-2022,Beaverton,Oregon,United States,97005
26795,19,ElijahShan,M,40000,26-10-2021,Wollongong,New South Wales,Australia,2500
26796,12,WarrenRaji,M,40000,08-10-2021,North Sydney,New South Wales,Australia,2055
26797,22,MarshallHu,M,40000,14-10-2021,East Brisbane,Queensland,Australia,4169
26798,637,JeremiahGarcia,M,40000,05-08-2022,Seattle,Washington,United States,98104
26799,312,RyanRussell,M,40000,14-11-2022,Coronado,California,United States,92118
26800,315,LaurenLewis,F,40000,25-07-2022,Downey,California,United States,90241
26801,385,WyattWashington,M,60000,10-07-2021,Woodland Hills,California,United States,91364
26802,63,LucasSanders,M,40000,01-07-2022,Shawnee,British Columbia,Canada,V8Z 4N5
26803,338,XavierBennett,M,50000,27-07-2022,Los Angeles,California,United States,90012
26804,372,TrinitySanders,F,50000,24-06-2022,Spring Valley,California,United States,91977
26805,335,AlexandriaReed,F,60000,08-07-2021,Lemon Grove,California,United States,91945
26806,68,CalebMitchell,M,50000,15-08-2022,Vancouver,British Columbia,Canada,V7L 4J4
26807,335,AngelHall,M,50000,05-02-2022,Lemon Grove,California,United States,91945
26808,614,KimberlyHoward,F,50000,04-12-2022,Edmonds,Washington,United States,98020
26809,355,JuliaMorgan,F,50000,09-05-2022,Redwood City,California,United States,94063
26810,54,MelanieStewart,F,50000,15-01-2023,N. Vancouver,British Columbia,Canada,V7L 4J4
26811,301,RachaelSanchez,F,50000,11-07-2021,Burbank,California,United States,91502
26812,352,JamesHernandez,M,50000,07-07-2022,Palo Alto,California,United States,94303
26813,307,XavierDiaz,M,50000,04-11-2022,Chula Vista,California,United States,91910
26814,644,AlexHernandez,M,60000,13-07-2021,Walla Walla,Washington,United States,99362
26815,543,ErinCox,F,60000,01-08-2021,Lebanon,Oregon,United States,97355
26816,206,RonnieWu,M,40000,15-11-2022,Roissy en Brie,Seine et Marne,France,77680
26817,236,MelvinAshe,M,40000,03-06-2022,Cheltenham,England,United Kingdom,GL50
26818,131,EduardoColeman,M,10000,07-10-2022,Frankfurt,Hessen,Germany,60323
26819,175,DevinMitchell,M,10000,15-12-2022,Saarlouis,Saarland,Germany,66740
26820,257,CarolNath,F,10000,03-01-2023,London,England,United Kingdom,W1Y 3RA
26821,155,TamaraGuo,F,10000,05-06-2022,Bottrop,Nordrhein-Westfalen,Germany,46236
26822,158,CindyGonzalez,F,20000,24-11-2022,Leipzig,Nordrhein-Westfalen,Germany,4139
26823,115,KaitlinRaman,F,30000,13-12-2022,Eilenburg,Brandenburg,Germany,4838
26824,249,TheresaBlanco,F,10000,19-05-2022,London,England,United Kingdom,SW1P 2NU
26825,132,JamieJimenez,M,10000,27-01-2022,Hamburg,Hessen,Germany,22001
26826,138,KendraRomero,F,10000,30-12-2021,Berlin,Hamburg,Germany,10210
26827,198,ReneeRubio,F,40000,29-10-2022,Paris,Seine (Paris),France,75009
26828,209,StephanieRivera,F,40000,04-11-2022,Versailles,Yveline,France,78000
26829,155,MorganEvans,F,40000,24-12-2022,Bottrop,Nordrhein-Westfalen,Germany,46236
26830,273,LeviPerez,M,30000,28-05-2022,Watford,England,United Kingdom,WA3
26831,174,DrewRaje,M,30000,13-01-2022,Saarbrücken,Saarland,Germany,66001
26832,118,KateXie,F,30000,28-01-2023,Frankfurt,Bayern,Germany,91480
26833,238,KelvinRai,M,30000,17-06-2022,Gateshead,England,United Kingdom,GA10
26834,231,TeresaRomero,F,30000,31-07-2022,Billericay,England,United Kingdom,CM11
26835,224,KyleTurner,M,10000,09-11-2022,Tremblay-en-France,Seine Saint Denis,France,93290
26836,267,HectorDiaz,M,20000,12-01-2023,Runcorn,England,United Kingdom,TY31
26837,244,AlbertMartin,M,20000,13-05-2022,London,England,United Kingdom,C2H 7AU
26838,187,CassieShan,F,20000,17-02-2022,Lille,Nord,France,59000
26839,209,JeremyNelson,M,20000,18-05-2022,Versailles,Yveline,France,78000
26840,209,EricYang,M,20000,20-10-2022,Versailles,Yveline,France,78000
26841,205,RobertoJiménez,M,30000,17-03-2022,Lieusaint,Seine et Marne,France,77127
26842,243,FeliciaAlonso,F,10000,30-04-2022,Leeds,England,United Kingdom,LE18
26843,160,NoahGonzalez,M,10000,14-10-2022,Paderborn,Nordrhein-Westfalen,Germany,33098
26844,236,ErinCooper,F,20000,16-01-2023,Cheltenham,England,United Kingdom,GL50
26845,174,TheodoreOrtega,M,20000,01-08-2022,Saarbrücken,Saarland,Germany,66001
26846,240,DustinKumar,M,20000,12-12-2022,High Wycombe,England,United Kingdom,HP10 9QY
26847,157,BrentYang,M,20000,20-10-2022,Hannover,Nordrhein-Westfalen,Germany,30601
26848,241,AlishaRai,F,20000,19-06-2022,Kirkby,England,United Kingdom,KB9
26849,252,BillyMartin,M,10000,04-05-2022,London,England,United Kingdom,SW8 4BG
26850,232,TerryLuo,M,20000,07-06-2022,Birmingham,England,United Kingdom,B29 6SL
26851,155,DianeAlvarez,F,20000,13-10-2022,Bottrop,Nordrhein-Westfalen,Germany,46236
26852,174,KarenShe,F,20000,02-02-2022,Saarbrücken,Saarland,Germany,66001
26853,207,ShaneRana,M,30000,08-05-2022,Chatou,Yveline,France,78400
26854,187,JonathanHayes,M,40000,04-11-2022,Lille,Nord,France,59000
26855,222,CarlaFernandez,F,40000,02-11-2022,Pantin,Seine Saint Denis,France,93500
26856,221,JessicaBrooks,F,30000,14-05-2022,Drancy,Seine Saint Denis,France,93700
26857,166,WillieAnand,M,30000,11-06-2022,Frankfurt am Main,Saarland,Germany,60061
26858,271,SamuelLopez,M,40000,20-06-2022,Warrington,England,United Kingdom,WA1
26859,226,DarrellPal,M,30000,18-07-2022,Cergy,Val d'Oise,France,95000
26860,237,OliviaMiller,F,40000,04-06-2022,Esher-Molesey,England,United Kingdom,EM15
26861,190,BruceGutierrez,M,30000,04-02-2022,Villeneuve-d'Ascq,Nord,France,59491
26862,127,TinaVance,F,30000,16-01-2022,Darmstadt,Hessen,Germany,64283
26863,256,AlvinChen,M,20000,05-01-2023,London,England,United Kingdom,W1X3SE
26864,146,ChristineSutton,F,30000,29-12-2021,Frankfurt am Main,Hamburg,Germany,60355
26865,248,TabithaMartinez,F,30000,19-02-2022,London,England,United Kingdom,SW19 3RU
26866,269,JadaAllen,F,30000,23-06-2022,Stoke-on-Trent,England,United Kingdom,AS23
26867,176,DannyRomero,M,40000,03-12-2022,Stuttgart,Saarland,Germany,70452
26868,253,LydiaRaman,F,40000,11-06-2022,London,England,United Kingdom,W10 6BL
26869,269,AnneSims,M,40000,26-06-2022,Stoke-on-Trent,England,United Kingdom,AS23
26870,271,JillGill,F,40000,05-06-2022,Warrington,England,United Kingdom,WA1
26871,223,JustinChen,M,30000,28-08-2022,Saint-Denis,Seine Saint Denis,France,93400
26872,117,WyattHughes,M,30000,17-08-2022,Erlangen,Bayern,Germany,91054
26873,165,AnnSuri,F,30000,16-02-2022,Berlin,Saarland,Germany,14197
26874,118,JorgeZhang,M,30000,01-05-2022,Frankfurt,Bayern,Germany,91480
26875,134,BobbyPerez,M,30000,15-11-2022,München,Hessen,Germany,80074
26876,260,HollyLopez,F,30000,12-06-2022,Milton Keynes,England,United Kingdom,MK8 8ZD
26877,265,DamienNara,M,30000,06-12-2022,Peterborough,England,United Kingdom,PB12
26878,120,MadelineRoberts,F,20000,09-05-2022,Hof,Bayern,Germany,95010
26879,167,ShannonLin,F,20000,16-10-2022,Frankfurt am Main,Saarland,Germany,60075
26880,128,HeatherXu,F,20000,23-08-2022,Dresden,Hessen,Germany,1071
26881,221,ReginaFernandez,F,10000,20-07-2022,Drancy,Seine Saint Denis,France,93700
26882,211,MayraSanchez,F,20000,25-04-2022,Les Ulis,Essonne,France,91940
26883,190,ShelbyBradley,F,20000,25-11-2022,Villeneuve-d'Ascq,Nord,France,59491
26884,120,PaigeJames,F,30000,25-02-2022,Hof,Bayern,Germany,95010
26885,264,VictorMartin,M,30000,08-06-2022,Oxon,England,United Kingdom,OX16 8RS
26886,267,JasmineRobinson,F,30000,21-06-2022,Runcorn,England,United Kingdom,TY31
26887,240,JanelleRodriguez,F,10000,17-06-2022,High Wycombe,England,United Kingdom,HP10 9QY
26888,233,BruceFernandez,M,10000,15-12-2022,Bracknell,England,United Kingdom,RG12 8TB
26889,118,NatashaTorres,F,20000,14-04-2022,Frankfurt,Bayern,Germany,91480
26890,231,BryanRogers,M,40000,23-06-2022,Billericay,England,United Kingdom,CM11
26891,236,ArturoZhang,M,40000,20-08-2022,Cheltenham,England,United Kingdom,GL50
26892,241,CodyRogers,M,40000,24-07-2022,Kirkby,England,United Kingdom,KB9
26893,276,SharonDeng,F,40000,24-07-2022,Woolston,England,United Kingdom,WA1 4SY
26894,158,LindseyGoel,F,10000,30-03-2022,Leipzig,Nordrhein-Westfalen,Germany,4139
26895,238,ChristineShan,F,10000,27-06-2022,Gateshead,England,United Kingdom,GA10
26896,248,MicheleMalhotra,F,20000,18-03-2022,London,England,United Kingdom,SW19 3RU
26897,251,KatrinaXie,F,20000,22-03-2022,London,England,United Kingdom,SW8 1XD
26898,187,AshleySimmons,F,10000,03-03-2022,Lille,Nord,France,59000
26899,162,RachaelVance,F,10000,23-02-2022,Werne,Nordrhein-Westfalen,Germany,59368
26900,232,RosaSun,F,10000,24-09-2022,Birmingham,England,United Kingdom,B29 6SL
26901,244,LouisNara,M,20000,21-11-2022,London,England,United Kingdom,C2H 7AU
26902,185,CliffordMehta,M,30000,08-05-2022,Croix,Nord,France,59170
26903,183,RafaelLuo,M,30000,25-05-2022,Orleans,Loiret,France,45000
26904,223,JudithParker,F,10000,08-02-2022,Saint-Denis,Seine Saint Denis,France,93400
26905,229,KariSerrano,F,10000,24-05-2022,Berks,England,United Kingdom,SL4 1RH
26906,249,DarrellRai,M,10000,10-10-2022,London,England,United Kingdom,SW1P 2NU
26907,222,DanaTorres,F,10000,23-11-2022,Pantin,Seine Saint Denis,France,93500
26908,183,GlennZheng,M,20000,20-10-2022,Orleans,Loiret,France,45000
26909,220,ChristineNath,F,20000,01-03-2022,Bobigny,Seine Saint Denis,France,93000
26910,242,KristinaKovar,F,30000,27-06-2022,Lancaster,England,United Kingdom,LA1 1LN
26911,248,KristiGomez,F,30000,22-02-2022,London,England,United Kingdom,SW19 3RU
26912,156,DeniseRodriguez,F,10000,10-07-2022,Braunschweig,Nordrhein-Westfalen,Germany,38001
26913,240,HaroldLopez,M,20000,29-06-2022,High Wycombe,England,United Kingdom,HP10 9QY
26914,265,CindyPrasad,F,20000,20-06-2022,Peterborough,England,United Kingdom,PB12
26915,242,PeterKumar,M,30000,02-07-2022,Lancaster,England,United Kingdom,LA1 1LN
26916,26,MackenzieKing,F,10000,01-10-2021,Rockhampton,Queensland,Australia,4700
26917,39,RobertoDominguez,M,10000,20-10-2021,Sunbury,Victoria,Australia,3429
26918,33,KristaHernandez,F,10000,24-10-2021,Cranbourne,Victoria,Australia,3977
26919,29,RamonHe,M,10000,23-10-2021,Findon,South Australia,Australia,5023
26920,35,JonChen,M,20000,22-10-2021,Melbourne,Victoria,Australia,3000
26921,24,CynthiaWeber,F,20000,04-10-2021,Hawthorne,Queensland,Australia,4171
26922,39,TrevorPowell,M,10000,27-10-2021,Sunbury,Victoria,Australia,3429
26923,23,KrystalYe,F,20000,14-10-2021,Gold Coast,Queensland,Australia,4217
26924,32,EricaZeng,F,20000,12-10-2021,Bendigo,Victoria,Australia,3550
26925,183,DominicRana,M,10000,16-11-2022,Orleans,Loiret,France,45000
26926,204,SergioMehta,M,20000,03-12-2022,Paris,Seine (Paris),France,75019
26927,210,JillDominguez,F,20000,22-04-2022,Saint Ouen,Somme,France,80610
26928,238,RogerNara,M,30000,04-06-2022,Gateshead,England,United Kingdom,GA10
26929,276,MauricePal,M,40000,26-08-2022,Woolston,England,United Kingdom,WA1 4SY
26930,170,SharonAndersen,F,30000,20-03-2022,Münster,Saarland,Germany,48001
26931,241,EdwardLopez,M,30000,09-06-2022,Kirkby,England,United Kingdom,KB9
26932,258,KristinaRaman,F,30000,15-06-2022,Maidenhead,England,United Kingdom,SL67RJ
26933,167,JessieSanz,F,20000,01-04-2022,Frankfurt am Main,Saarland,Germany,60075
26934,276,KelliChander,F,30000,11-06-2022,Woolston,England,United Kingdom,WA1 4SY
26935,196,GabrielButler,M,10000,19-08-2022,Paris,Seine (Paris),France,75007
26936,128,JaclynHe,F,20000,23-05-2022,Dresden,Hessen,Germany,1071
26937,244,AudreyNavarro,F,20000,29-06-2022,London,England,United Kingdom,C2H 7AU
26938,256,MauriceShen,M,30000,06-06-2022,London,England,United Kingdom,W1X3SE
26939,221,CraigDiaz,M,20000,26-05-2022,Drancy,Seine Saint Denis,France,93700
26940,154,FranklinTang,M,30000,25-05-2022,Bonn,Nordrhein-Westfalen,Germany,53131
26941,215,GeraldVazquez,M,30000,19-06-2022,Colombes,Hauts de Seine,France,92700
26942,268,TanyaAlonso,F,30000,24-06-2022,Liverpool,England,United Kingdom,L4 4HB
26943,184,AshleeXie,F,10000,15-10-2022,Metz,Moselle,France,57000
26944,259,DrewNara,M,10000,11-06-2022,Milton Keynes,England,United Kingdom,MK8 8DF
26945,220,KatelynHill,F,20000,30-05-2022,Bobigny,Seine Saint Denis,France,93000
26946,140,AndreMadan,M,20000,04-06-2022,Berlin,Hamburg,Germany,12311
26947,235,SuzanneMa,F,20000,03-06-2022,Cambridge,England,United Kingdom,CB4 4BZ
26948,157,AbbyGarcia,F,20000,09-06-2022,Hannover,Nordrhein-Westfalen,Germany,30601
26949,252,LindseyChander,F,20000,26-07-2022,London,England,United Kingdom,SW8 4BG
26950,183,DominicSuri,M,10000,25-06-2022,Orleans,Loiret,France,45000
26951,149,TrishaHu,F,10000,03-01-2023,Mühlheim,Hamburg,Germany,63151
26952,187,MirceaSinger,F,30000,14-06-2022,Lille,Nord,France,59000
26953,189,RoyRubio,M,30000,11-06-2022,Roubaix,Nord,France,59100
26954,172,GeraldTorres,M,30000,18-06-2022,Offenbach,Saarland,Germany,63009
26955,271,CarlosCook,M,40000,01-08-2022,Warrington,England,United Kingdom,WA1
26956,262,KristinPal,F,20000,05-07-2022,Oxford,England,United Kingdom,OX1
26957,124,KristinaSai,F,40000,11-12-2022,Berlin,Hessen,Germany,13441
26958,183,JerryXu,M,40000,23-12-2022,Orleans,Loiret,France,45000
26959,256,AlishaNara,F,60000,18-09-2022,London,England,United Kingdom,W1X3SE
26960,271,JoseThomas,M,10000,17-07-2022,Warrington,England,United Kingdom,WA1
26961,158,CarlyChander,F,10000,24-06-2022,Leipzig,Nordrhein-Westfalen,Germany,4139
26962,267,FrancisMoreno,M,20000,19-07-2022,Runcorn,England,United Kingdom,TY31
26963,120,MeredithArun,F,20000,15-07-2022,Hof,Bayern,Germany,95010
26964,184,KelliTang,F,20000,04-06-2022,Metz,Moselle,France,57000
26965,187,JordanNelson,F,30000,29-06-2022,Lille,Nord,France,59000
26966,271,CedricZhang,M,30000,27-07-2022,Warrington,England,United Kingdom,WA1
26967,5,EdwinLi,M,70000,23-10-2021,Lane Cove,New South Wales,Australia,1597
